,Checking Account,Duration,Credit History,Purpose,Credit Amount,Saving Account,Employment Status,Installment Rate,Personal Status,Guarantors,Years in current address,Property,Age,Installment plans,Housing,Existing Credits,Job,Liable,Risk
640,little,18,paid back,education,750,little,unemployed,4,female : divorced/separated/married,none,1,real estate,27,none,own,1,unemployed/non-resident,1,bad
641,moderate,15,paid back,repairs,1308,little,>= 7 years,4,male   : single,none,4,car,38,none,own,2,unskilled/resident,1,good
642,No Account,15,paid back,education,4623,moderate,1 to <4 years,3,male   : single,none,2,life insurance,40,none,own,1,management/highly qualified employee,1,bad
643,No Account,24,default,radio/television,1851,little,4 to <7 years,4,male   : married/widowed,guarantor,2,car,33,none,own,2,skilled employee,1,good
644,little,18,default,radio/television,1880,little,4 to <7 years,4,male   : married/widowed,none,1,life insurance,32,none,own,2,management/highly qualified employee,1,good
645,No Account,36,delay,business,7980,unknown,< 1 year,4,male   : single,none,4,car,27,none,rent,2,skilled employee,1,bad
646,little,30,paid back,furniture/equipment,4583,little,1 to <4 years,2,male   : divorced/separated,guarantor,2,real estate,32,none,own,2,skilled employee,1,good
647,No Account,12,paid back,car,1386,quite rich,1 to <4 years,2,female : divorced/separated/married,none,2,life insurance,26,none,own,1,skilled employee,1,bad
648,rich,24,paid back,car,947,little,4 to <7 years,4,male   : single,none,3,no property,38,bank,for free,1,skilled employee,2,bad
649,little,12,paid back,education,684,little,1 to <4 years,4,male   : single,none,4,car,40,none,rent,1,unskilled/resident,2,bad
650,little,48,paid back,education,7476,little,4 to <7 years,4,male   : single,none,1,no property,50,none,for free,1,management/highly qualified employee,1,good
651,moderate,12,paid back,furniture/equipment,1922,little,1 to <4 years,4,male   : single,none,2,life insurance,37,none,own,1,unskilled/resident,1,bad
652,little,24,paid back,car,2303,little,>= 7 years,4,male   : single,co-applicant,1,real estate,45,none,own,1,skilled employee,1,bad
653,moderate,36,delay,car,8086,moderate,>= 7 years,2,male   : single,none,4,car,42,none,own,4,management/highly qualified employee,1,bad
654,No Account,24,default,car,2346,little,4 to <7 years,4,male   : single,none,3,car,35,none,own,2,skilled employee,1,good
655,little,14,paid back,car,3973,little,unemployed,1,male   : single,none,4,no property,22,none,for free,1,skilled employee,1,good
656,moderate,12,paid back,car,888,little,>= 7 years,4,male   : single,none,4,car,41,bank,own,1,unskilled/resident,2,bad
657,No Account,48,paid back,radio/television,10222,unknown,4 to <7 years,4,male   : single,none,3,car,37,stores,own,1,skilled employee,1,good
658,moderate,30,paid back,business,4221,little,1 to <4 years,2,female : divorced/separated/married,none,1,car,28,none,own,2,skilled employee,1,good
659,moderate,18,default,furniture/equipment,6361,little,>= 7 years,2,male   : single,none,1,no property,41,none,own,1,skilled employee,1,good
660,rich,12,paid back,radio/television,1297,little,1 to <4 years,3,male   : married/widowed,none,4,real estate,23,none,rent,1,skilled employee,1,good
661,little,12,paid back,car,900,unknown,1 to <4 years,4,male   : married/widowed,none,2,car,23,none,own,1,skilled employee,1,bad
662,No Account,21,paid back,furniture/equipment,2241,little,>= 7 years,4,male   : single,none,2,real estate,50,none,own,2,skilled employee,1,good
663,moderate,6,delay,furniture/equipment,1050,little,unemployed,4,male   : single,none,1,life insurance,35,stores,own,2,management/highly qualified employee,1,good
664,rich,6,default,education,1047,little,1 to <4 years,2,female : divorced/separated/married,none,4,life insurance,50,none,own,1,unskilled/resident,1,good
665,No Account,24,default,others,6314,little,unemployed,4,male   : single,co-applicant,2,no property,27,bank,own,2,management/highly qualified employee,1,good
666,moderate,30,paid back,furniture/equipment,3496,rich,1 to <4 years,4,male   : single,none,2,car,34,stores,own,1,skilled employee,2,good
667,No Account,48,paid back,business,3609,little,1 to <4 years,1,female : divorced/separated/married,none,1,real estate,27,stores,own,1,skilled employee,1,good
668,little,12,default,car,4843,little,>= 7 years,3,male   : single,co-applicant,4,life insurance,43,none,rent,2,skilled employee,1,bad
669,rich,30,default,radio/television,3017,little,>= 7 years,4,male   : single,none,4,life insurance,47,none,own,1,skilled employee,1,good
670,No Account,24,default,business,4139,moderate,1 to <4 years,3,male   : single,none,3,life insurance,27,none,own,2,unskilled/resident,1,good
671,No Account,36,paid back,business,5742,moderate,4 to <7 years,2,male   : single,none,2,car,31,none,own,2,skilled employee,1,good
672,No Account,60,paid back,car,10366,little,>= 7 years,2,male   : single,none,4,life insurance,42,none,own,1,management/highly qualified employee,1,good
673,No Account,6,default,car,2080,quite rich,1 to <4 years,1,male   : married/widowed,none,2,car,24,none,own,1,skilled employee,1,good
674,No Account,21,delay,business,2580,quite rich,< 1 year,4,male   : single,none,2,real estate,41,bank,own,1,unskilled/resident,2,bad
675,No Account,30,default,radio/television,4530,little,4 to <7 years,4,female : divorced/separated/married,none,4,car,26,none,rent,1,management/highly qualified employee,1,good
676,No Account,24,default,furniture/equipment,5150,little,>= 7 years,4,male   : single,none,4,car,33,none,own,1,skilled employee,1,good
677,moderate,72,paid back,radio/television,5595,moderate,1 to <4 years,2,male   : married/widowed,none,2,car,24,none,own,1,skilled employee,1,bad
678,little,24,paid back,radio/television,2384,little,>= 7 years,4,male   : single,none,4,real estate,64,bank,rent,1,unskilled/resident,1,good
679,No Account,18,paid back,radio/television,1453,little,< 1 year,3,female : divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee,1,good
680,No Account,6,paid back,education,1538,little,< 1 year,1,female : divorced/separated/married,none,2,no property,56,none,own,1,skilled employee,1,good
681,No Account,12,paid back,radio/television,2279,unknown,1 to <4 years,4,male   : single,none,4,no property,37,none,for free,1,skilled employee,1,good
682,No Account,15,delay,radio/television,1478,little,1 to <4 years,4,male   : married/widowed,none,3,real estate,33,bank,own,2,skilled employee,1,good
683,No Account,24,default,radio/television,5103,little,< 1 year,3,male   : married/widowed,none,3,no property,47,none,for free,3,skilled employee,1,good
684,moderate,36,delay,business,9857,moderate,4 to <7 years,1,male   : single,none,3,life insurance,31,none,own,2,unskilled/resident,2,good
685,No Account,60,paid back,car,6527,unknown,1 to <4 years,4,male   : single,none,4,no property,34,none,for free,1,skilled employee,2,good
686,rich,10,default,radio/television,1347,unknown,4 to <7 years,4,male   : single,none,2,life insurance,27,none,own,2,skilled employee,1,good
687,moderate,36,delay,car,2862,moderate,>= 7 years,4,male   : single,none,3,no property,30,none,for free,1,skilled employee,1,good
688,No Account,9,paid back,radio/television,2753,moderate,>= 7 years,3,male   : single,co-applicant,4,car,35,none,own,1,skilled employee,1,good
689,little,12,paid back,car,3651,rich,1 to <4 years,1,male   : single,none,3,life insurance,31,none,own,1,skilled employee,2,good
690,little,15,default,furniture/equipment,975,little,1 to <4 years,2,male   : divorced/separated,none,3,life insurance,25,none,own,2,skilled employee,1,good
691,moderate,15,paid back,repairs,2631,moderate,1 to <4 years,3,female : divorced/separated/married,none,2,real estate,25,none,own,1,unskilled/resident,1,good
692,moderate,24,paid back,radio/television,2896,moderate,< 1 year,2,male   : single,none,1,car,29,none,own,1,skilled employee,1,good
693,little,6,default,car,4716,unknown,< 1 year,1,male   : single,none,3,real estate,44,none,own,2,unskilled/resident,2,good
694,No Account,24,paid back,radio/television,2284,little,4 to <7 years,4,male   : single,none,2,car,28,none,own,1,skilled employee,1,good
695,No Account,6,paid back,car,1236,quite rich,1 to <4 years,2,male   : single,none,4,life insurance,50,none,rent,1,skilled employee,1,good
696,moderate,12,paid back,radio/television,1103,little,4 to <7 years,4,male   : single,guarantor,3,real estate,29,none,own,2,skilled employee,1,good
697,No Account,12,default,car,926,little,unemployed,1,female : divorced/separated/married,none,2,life insurance,38,none,own,1,unemployed/non-resident,1,good
698,No Account,18,default,radio/television,1800,little,1 to <4 years,4,male   : single,none,2,car,24,none,own,2,skilled employee,1,good
699,rich,15,paid back,education,1905,little,>= 7 years,4,male   : single,none,4,car,40,none,rent,1,management/highly qualified employee,1,good
700,No Account,12,paid back,furniture/equipment,1123,quite rich,1 to <4 years,4,female : divorced/separated/married,none,4,car,29,none,rent,1,unskilled/resident,1,bad
701,little,48,default,car,6331,little,>= 7 years,4,male   : single,none,4,no property,46,none,for free,2,skilled employee,1,bad
702,rich,24,paid back,radio/television,1377,moderate,>= 7 years,4,female : divorced/separated/married,none,2,no property,47,none,for free,1,skilled employee,1,good
703,moderate,30,delay,business,2503,moderate,>= 7 years,4,male   : single,none,2,life insurance,41,stores,own,2,skilled employee,1,good
704,moderate,27,paid back,business,2528,little,< 1 year,4,female : divorced/separated/married,none,1,life insurance,32,none,own,1,skilled employee,2,good
705,No Account,15,paid back,car,5324,quite rich,>= 7 years,1,female : divorced/separated/married,none,4,no property,35,none,for free,1,skilled employee,1,good
706,moderate,48,paid back,car,6560,moderate,4 to <7 years,3,male   : single,none,2,life insurance,24,none,own,1,skilled employee,1,bad
707,moderate,12,paid back,furniture/equipment,2969,little,< 1 year,4,female : divorced/separated/married,none,3,life insurance,25,none,rent,2,skilled employee,1,bad
708,moderate,9,paid back,radio/television,1206,little,>= 7 years,4,female : divorced/separated/married,none,4,real estate,25,none,own,1,skilled employee,1,good
709,moderate,9,paid back,radio/television,2118,little,1 to <4 years,2,male   : single,none,2,real estate,37,none,own,1,unskilled/resident,2,good
710,No Account,18,default,radio/television,629,quite rich,>= 7 years,4,male   : single,none,3,life insurance,32,bank,own,2,management/highly qualified employee,1,good
711,little,6,paid back,education,1198,little,>= 7 years,4,female : divorced/separated/married,none,4,no property,35,none,for free,1,skilled employee,1,bad
712,No Account,21,paid back,car,2476,unknown,>= 7 years,4,male   : single,none,4,real estate,46,none,own,1,management/highly qualified employee,1,good
713,little,9,default,radio/television,1138,little,1 to <4 years,4,male   : single,none,4,real estate,25,none,own,2,unskilled/resident,1,good
714,moderate,60,paid back,car,14027,little,4 to <7 years,4,male   : single,none,2,no property,27,none,own,1,management/highly qualified employee,1,bad
715,No Account,30,default,car,7596,unknown,>= 7 years,1,male   : single,none,4,car,63,none,own,2,skilled employee,1,good
716,No Account,30,default,radio/television,3077,unknown,>= 7 years,3,male   : single,none,2,car,40,none,own,2,skilled employee,2,good
717,No Account,18,paid back,radio/television,1505,little,1 to <4 years,4,male   : single,none,2,no property,32,none,for free,1,management/highly qualified employee,1,good
718,rich,24,default,radio/television,3148,unknown,1 to <4 years,3,male   : single,none,2,car,31,none,own,2,skilled employee,1,good
719,moderate,20,paid back,car,6148,moderate,>= 7 years,3,male   : married/widowed,none,4,car,31,bank,own,2,skilled employee,1,good
720,rich,9,paid back,radio/television,1337,little,< 1 year,4,male   : single,none,2,car,34,none,own,2,management/highly qualified employee,1,bad
721,moderate,6,paid back,education,433,rich,< 1 year,4,female : divorced/separated/married,none,2,life insurance,24,bank,rent,1,skilled employee,2,bad
722,little,12,paid back,car,1228,little,1 to <4 years,4,female : divorced/separated/married,none,2,real estate,24,none,own,1,unskilled/resident,1,bad
723,moderate,9,paid back,radio/television,790,quite rich,1 to <4 years,4,female : divorced/separated/married,none,3,real estate,66,none,own,1,unskilled/resident,1,good
724,No Account,27,paid back,car,2570,little,1 to <4 years,3,female : divorced/separated/married,none,3,real estate,21,none,rent,1,skilled employee,1,bad
725,No Account,6,default,car,250,rich,1 to <4 years,2,female : divorced/separated/married,none,2,real estate,41,bank,own,2,unskilled/resident,1,good
726,No Account,15,default,radio/television,1316,quite rich,1 to <4 years,2,male   : married/widowed,none,2,life insurance,47,none,own,2,unskilled/resident,1,good
727,little,18,paid back,radio/television,1882,little,1 to <4 years,4,female : divorced/separated/married,none,4,car,25,bank,rent,2,skilled employee,1,bad
728,moderate,48,paid back,business,6416,little,>= 7 years,4,female : divorced/separated/married,none,3,no property,59,none,rent,1,skilled employee,1,bad
729,rich,24,default,business,1275,rich,1 to <4 years,2,male   : divorced/separated,none,4,real estate,36,none,own,2,skilled employee,1,good
730,moderate,24,delay,radio/television,6403,little,< 1 year,1,male   : single,none,2,car,33,none,own,1,skilled employee,1,good
731,little,24,paid back,radio/television,1987,little,1 to <4 years,2,male   : single,none,4,real estate,21,none,rent,1,unskilled/resident,2,bad
732,moderate,8,paid back,radio/television,760,little,4 to <7 years,4,female : divorced/separated/married,guarantor,2,real estate,44,none,own,1,unskilled/resident,1,good
733,No Account,24,paid back,car,2603,rich,1 to <4 years,2,female : divorced/separated/married,none,4,car,28,none,rent,1,skilled employee,1,good
734,No Account,4,default,car,3380,little,4 to <7 years,1,female : divorced/separated/married,none,1,real estate,37,none,own,1,skilled employee,2,good
735,moderate,36,paid back,domestic appliances,3990,unknown,< 1 year,3,female : divorced/separated/married,none,2,no property,29,bank,own,1,unemployed/non-resident,1,good
736,moderate,24,paid back,car,11560,little,1 to <4 years,1,female : divorced/separated/married,none,4,car,23,none,rent,2,management/highly qualified employee,1,bad
737,little,18,paid back,car,4380,moderate,1 to <4 years,3,male   : single,none,4,car,35,none,own,1,unskilled/resident,2,good
738,No Account,6,default,car,6761,little,4 to <7 years,1,male   : single,none,3,no property,45,none,own,2,management/highly qualified employee,2,good
739,moderate,30,paid back,business,4280,moderate,1 to <4 years,4,female : divorced/separated/married,none,4,car,26,none,rent,2,unskilled/resident,1,bad
740,little,24,paid back,car,2325,moderate,4 to <7 years,2,male   : single,none,3,car,32,bank,own,1,skilled employee,1,good
741,moderate,10,paid back,radio/television,1048,little,1 to <4 years,4,male   : single,none,4,real estate,23,stores,own,1,unskilled/resident,1,good
742,No Account,21,paid back,radio/television,3160,unknown,>= 7 years,4,male   : single,none,3,life insurance,41,none,own,1,skilled employee,1,good
743,little,24,paid back,furniture/equipment,2483,quite rich,1 to <4 years,4,male   : single,none,4,real estate,22,stores,own,1,skilled employee,1,good
744,little,39,default,furniture/equipment,14179,unknown,4 to <7 years,4,male   : single,none,4,life insurance,30,none,own,2,management/highly qualified employee,1,good
745,little,13,default,business,1797,little,< 1 year,3,male   : single,none,1,life insurance,28,bank,own,2,unskilled/resident,1,good
746,little,15,paid back,car,2511,little,unemployed,1,female : divorced/separated/married,none,4,car,23,none,rent,1,skilled employee,1,good
747,little,12,paid back,car,1274,little,< 1 year,3,female : divorced/separated/married,none,1,real estate,37,none,own,1,unskilled/resident,1,bad
748,No Account,21,paid back,car,5248,unknown,1 to <4 years,1,male   : single,none,3,car,26,none,own,1,skilled employee,1,good
749,No Account,15,paid back,car,3029,little,4 to <7 years,2,male   : single,none,2,car,33,none,own,1,skilled employee,1,good
750,little,6,paid back,furniture/equipment,428,little,>= 7 years,2,female : divorced/separated/married,none,1,life insurance,49,bank,own,1,skilled employee,1,good
751,little,18,paid back,car,976,little,< 1 year,1,female : divorced/separated/married,none,2,car,23,none,own,1,unskilled/resident,1,bad
752,moderate,12,paid back,business,841,moderate,4 to <7 years,2,female : divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled/resident,1,good
753,No Account,30,default,radio/television,5771,little,4 to <7 years,4,female : divorced/separated/married,none,2,car,25,none,own,2,skilled employee,1,good
754,No Account,12,delay,repairs,1555,rich,>= 7 years,4,male   : single,none,4,no property,55,none,for free,2,skilled employee,2,bad
755,little,24,paid back,car,1285,unknown,4 to <7 years,4,female : divorced/separated/married,none,4,no property,32,none,rent,1,skilled employee,1,bad
756,rich,6,default,car,1299,little,1 to <4 years,1,male   : single,none,1,real estate,74,none,own,3,unemployed/non-resident,2,good
757,rich,15,default,radio/television,1271,unknown,1 to <4 years,3,male   : single,none,4,no property,39,none,for free,2,skilled employee,1,bad
758,No Account,24,paid back,car,1393,little,1 to <4 years,2,male   : single,guarantor,2,real estate,31,none,own,1,skilled employee,1,good
759,little,12,default,car,691,little,>= 7 years,4,male   : single,none,3,life insurance,35,none,own,2,skilled employee,1,bad
760,No Account,15,default,car,5045,unknown,>= 7 years,1,female : divorced/separated/married,none,4,car,59,none,own,1,skilled employee,1,good
761,little,18,default,furniture/equipment,2124,little,1 to <4 years,4,female : divorced/separated/married,none,4,real estate,24,none,rent,2,skilled employee,1,bad
762,little,12,paid back,radio/television,2214,little,1 to <4 years,4,male   : single,none,3,life insurance,24,none,own,1,unskilled/resident,1,good
763,No Account,21,default,car,12680,unknown,>= 7 years,4,male   : single,none,4,no property,30,none,for free,1,management/highly qualified employee,1,bad
764,No Account,24,default,car,2463,moderate,4 to <7 years,4,male   : married/widowed,none,3,life insurance,27,none,own,2,skilled employee,1,good
765,moderate,12,paid back,radio/television,1155,little,>= 7 years,3,male   : married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled/resident,1,good
766,little,30,paid back,furniture/equipment,3108,little,< 1 year,2,male   : divorced/separated,none,4,life insurance,31,none,own,1,unskilled/resident,1,bad
767,No Account,10,paid back,car,2901,unknown,< 1 year,1,female : divorced/separated/married,none,4,real estate,31,none,rent,1,skilled employee,1,good
768,moderate,12,default,furniture/equipment,3617,little,>= 7 years,1,male   : single,none,4,car,28,none,rent,3,skilled employee,1,good
769,No Account,12,default,radio/television,1655,little,>= 7 years,2,male   : single,none,4,real estate,63,none,own,2,unskilled/resident,1,good
770,little,24,paid back,car,2812,unknown,>= 7 years,2,female : divorced/separated/married,none,4,real estate,26,none,rent,1,skilled employee,1,good
771,little,36,default,education,8065,little,1 to <4 years,3,female : divorced/separated/married,none,2,no property,25,none,own,2,management/highly qualified employee,1,bad
772,No Account,21,default,car,3275,little,>= 7 years,1,male   : single,none,4,car,36,none,own,1,management/highly qualified employee,1,good
773,No Account,24,default,radio/television,2223,moderate,>= 7 years,4,male   : single,none,4,life insurance,52,bank,own,2,skilled employee,1,good
774,rich,12,default,car,1480,quite rich,unemployed,2,male   : single,none,4,no property,66,bank,for free,3,unemployed/non-resident,1,good
775,little,24,paid back,car,1371,unknown,1 to <4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee,1,bad
776,No Account,36,default,car,3535,little,4 to <7 years,4,male   : single,none,4,car,37,none,own,2,skilled employee,1,good
777,little,18,paid back,radio/television,3509,little,4 to <7 years,4,female : divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled employee,1,good
778,No Account,36,default,car,5711,rich,>= 7 years,4,male   : single,none,2,car,38,none,own,2,management/highly qualified employee,1,good
779,moderate,18,paid back,repairs,3872,little,unemployed,2,female : divorced/separated/married,none,4,car,67,none,own,1,skilled employee,1,good
780,moderate,39,default,radio/television,4933,little,4 to <7 years,2,male   : single,guarantor,2,real estate,25,none,own,2,skilled employee,1,bad
781,No Account,24,default,car,1940,rich,>= 7 years,4,male   : single,none,4,real estate,60,none,own,1,skilled employee,1,good
782,moderate,12,paid back,retraining,1410,little,1 to <4 years,2,male   : single,none,2,real estate,31,none,own,1,unskilled/resident,1,good
783,moderate,12,paid back,car,836,moderate,< 1 year,4,female : divorced/separated/married,none,2,life insurance,23,bank,own,1,unskilled/resident,1,bad
784,moderate,20,paid back,car,6468,unknown,unemployed,1,male   : divorced/separated,none,4,real estate,60,none,own,1,management/highly qualified employee,1,good
785,moderate,18,paid back,business,1941,rich,1 to <4 years,4,male   : single,none,2,life insurance,35,none,own,1,unskilled/resident,1,good
786,No Account,22,paid back,radio/television,2675,quite rich,>= 7 years,3,male   : single,none,4,car,40,none,own,1,skilled employee,1,good
787,No Account,48,default,car,2751,unknown,>= 7 years,4,male   : single,none,3,car,38,none,own,2,skilled employee,2,good
788,moderate,48,delay,education,6224,little,>= 7 years,4,male   : single,none,4,no property,50,none,for free,1,skilled employee,1,bad
789,little,40,default,education,5998,little,1 to <4 years,4,male   : single,none,3,no property,27,bank,own,1,skilled employee,1,bad
790,moderate,21,paid back,business,1188,little,>= 7 years,2,female : divorced/separated/married,none,4,life insurance,39,none,own,1,skilled employee,2,bad
791,No Account,24,paid back,car,6313,unknown,>= 7 years,3,male   : single,none,4,car,41,none,own,1,management/highly qualified employee,2,good
792,No Account,6,default,furniture/equipment,1221,unknown,1 to <4 years,1,male   : married/widowed,none,2,life insurance,27,none,own,2,skilled employee,1,good
793,rich,24,paid back,furniture/equipment,2892,little,>= 7 years,3,male   : divorced/separated,none,4,no property,51,none,for free,1,skilled employee,1,good
794,No Account,24,paid back,furniture/equipment,3062,quite rich,>= 7 years,4,male   : single,none,3,no property,32,none,rent,1,skilled employee,1,good
795,No Account,9,paid back,furniture/equipment,2301,moderate,< 1 year,2,female : divorced/separated/married,none,4,life insurance,22,none,rent,1,skilled employee,1,good
796,little,18,paid back,car,7511,unknown,>= 7 years,1,male   : single,none,4,life insurance,51,none,for free,1,skilled employee,2,bad
797,No Account,12,default,furniture/equipment,1258,little,< 1 year,2,female : divorced/separated/married,none,4,life insurance,22,none,rent,2,unskilled/resident,1,good
798,No Account,24,delay,car,717,unknown,>= 7 years,4,male   : married/widowed,none,4,car,54,none,own,2,skilled employee,1,good
799,moderate,9,paid back,car,1549,unknown,< 1 year,4,male   : single,none,2,real estate,35,none,own,1,unemployed/non-resident,1,good
800,No Account,24,default,education,1597,little,>= 7 years,4,male   : single,none,4,no property,54,none,for free,2,skilled employee,2,good
801,moderate,18,default,radio/television,1795,little,>= 7 years,3,female : divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled/resident,1,good
802,little,20,default,furniture/equipment,4272,little,>= 7 years,1,female : divorced/separated/married,none,4,life insurance,24,none,own,2,skilled employee,1,good
803,No Account,12,default,radio/television,976,unknown,>= 7 years,4,male   : single,none,4,car,35,none,own,2,skilled employee,1,good
804,moderate,12,paid back,car,7472,unknown,unemployed,1,female : divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/non-resident,1,good
805,little,36,paid back,car,9271,little,4 to <7 years,2,male   : single,none,1,car,24,none,own,1,skilled employee,1,bad
806,moderate,6,paid back,radio/television,590,little,< 1 year,3,male   : married/widowed,none,3,real estate,26,none,own,1,unskilled/resident,1,good
807,No Account,12,default,radio/television,930,unknown,>= 7 years,4,male   : single,none,4,real estate,65,none,own,4,skilled employee,1,good
808,moderate,42,paid back,car,9283,little,unemployed,1,male   : single,none,2,no property,55,bank,for free,1,management/highly qualified employee,1,good
809,moderate,15,paid back,car,1778,little,< 1 year,2,female : divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/non-resident,1,bad
810,moderate,8,paid back,business,907,little,< 1 year,3,male   : married/widowed,none,2,real estate,26,none,own,1,skilled employee,1,good
811,moderate,6,paid back,radio/television,484,little,4 to <7 years,3,male   : married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled/resident,1,good
812,little,36,default,car,9629,little,4 to <7 years,4,male   : single,none,4,car,24,none,own,2,skilled employee,1,bad
813,little,48,paid back,domestic appliances,3051,little,1 to <4 years,3,male   : single,none,4,car,54,none,own,1,skilled employee,1,bad
814,little,48,paid back,car,3931,little,4 to <7 years,4,male   : single,none,4,no property,46,none,for free,1,skilled employee,2,bad
815,moderate,36,delay,car,7432,little,1 to <4 years,2,female : divorced/separated/married,none,2,life insurance,54,none,rent,1,skilled employee,1,good
816,No Account,6,paid back,domestic appliances,1338,quite rich,1 to <4 years,1,male   : divorced/separated,none,4,real estate,62,none,own,1,skilled employee,1,good
817,No Account,6,default,radio/television,1554,little,4 to <7 years,1,female : divorced/separated/married,none,2,car,24,none,rent,2,skilled employee,1,good
818,little,36,paid back,others,15857,little,unemployed,2,male   : divorced/separated,co-applicant,3,car,43,none,own,1,management/highly qualified employee,1,good
819,little,18,paid back,radio/television,1345,little,1 to <4 years,4,male   : married/widowed,none,3,real estate,26,bank,own,1,skilled employee,1,bad
820,No Account,12,paid back,car,1101,little,1 to <4 years,3,male   : married/widowed,none,2,real estate,27,none,own,2,skilled employee,1,good
821,rich,12,paid back,radio/television,3016,little,1 to <4 years,3,male   : married/widowed,none,1,car,24,none,own,1,skilled employee,1,good
822,little,36,paid back,furniture/equipment,2712,little,>= 7 years,2,male   : single,none,2,life insurance,41,bank,own,1,skilled employee,2,bad
823,little,8,default,car,731,little,>= 7 years,4,male   : single,none,4,real estate,47,none,own,2,unskilled/resident,1,good
824,No Account,18,default,furniture/equipment,3780,little,< 1 year,3,male   : divorced/separated,none,2,car,35,none,own,2,management/highly qualified employee,1,good
825,little,21,default,car,1602,little,>= 7 years,4,male   : married/widowed,none,3,car,30,none,own,2,skilled employee,1,good
826,little,18,default,car,3966,little,>= 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee,1,bad
827,No Account,18,paid back,business,4165,little,1 to <4 years,2,male   : single,none,2,car,36,stores,own,2,skilled employee,2,bad
828,little,36,paid back,car,8335,unknown,>= 7 years,3,male   : single,none,4,no property,47,none,for free,1,skilled employee,1,bad
829,moderate,48,delay,business,6681,unknown,1 to <4 years,4,male   : single,none,4,no property,38,none,for free,1,skilled employee,2,good
830,No Account,24,delay,business,2375,quite rich,1 to <4 years,4,male   : single,none,2,car,44,none,own,2,skilled employee,2,good
831,little,18,paid back,car,1216,little,< 1 year,4,female : divorced/separated/married,none,3,car,23,none,rent,1,skilled employee,1,bad
832,little,45,paid back,business,11816,little,>= 7 years,2,male   : single,none,4,car,29,none,rent,2,skilled employee,1,bad
833,moderate,24,paid back,radio/television,5084,unknown,>= 7 years,2,female : divorced/separated/married,none,4,car,42,none,own,1,skilled employee,1,good
834,rich,15,paid back,radio/television,2327,little,< 1 year,2,female : divorced/separated/married,none,3,real estate,25,none,own,1,unskilled/resident,1,bad
835,little,12,paid back,car,1082,little,1 to <4 years,4,male   : single,none,4,car,48,bank,own,2,skilled employee,1,bad
836,No Account,12,paid back,radio/television,886,unknown,1 to <4 years,4,female : divorced/separated/married,none,2,car,21,none,own,1,skilled employee,1,good
837,No Account,4,paid back,furniture/equipment,601,little,< 1 year,1,female : divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled/resident,2,good
838,little,24,default,car,2957,little,>= 7 years,4,male   : single,none,4,life insurance,63,none,own,2,skilled employee,1,good
839,No Account,24,default,radio/television,2611,little,>= 7 years,4,male   : married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee,1,good
840,little,36,paid back,furniture/equipment,5179,little,4 to <7 years,4,male   : single,none,2,life insurance,29,none,own,1,skilled employee,1,bad
841,No Account,21,delay,car,2993,little,1 to <4 years,3,male   : single,none,2,real estate,28,stores,own,2,unskilled/resident,1,good
842,No Account,18,paid back,repairs,1943,little,< 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee,1,bad
843,No Account,24,paid back,business,1559,little,4 to <7 years,4,male   : single,none,4,car,50,bank,own,1,skilled employee,1,good
844,No Account,18,paid back,furniture/equipment,3422,little,>= 7 years,4,male   : single,none,4,life insurance,47,bank,own,3,skilled employee,2,good
845,moderate,21,paid back,furniture/equipment,3976,unknown,4 to <7 years,2,male   : single,none,3,car,35,none,own,1,skilled employee,1,good
846,No Account,18,paid back,car,6761,unknown,1 to <4 years,2,male   : single,none,4,car,68,none,rent,2,skilled employee,1,bad
847,No Account,24,paid back,car,1249,little,< 1 year,4,male   : married/widowed,none,2,real estate,28,none,own,1,skilled employee,1,good
848,little,9,paid back,radio/television,1364,little,4 to <7 years,3,male   : single,none,4,real estate,59,none,own,1,skilled employee,1,good
849,little,12,paid back,radio/television,709,little,>= 7 years,4,male   : single,none,4,real estate,57,stores,own,1,unskilled/resident,1,bad
850,little,20,default,car,2235,little,1 to <4 years,4,male   : married/widowed,guarantor,2,life insurance,33,bank,rent,2,skilled employee,1,bad
851,No Account,24,default,car,4042,unknown,4 to <7 years,3,male   : single,none,4,life insurance,43,none,own,2,skilled employee,1,good
852,No Account,15,default,radio/television,1471,little,1 to <4 years,4,male   : single,none,4,no property,35,none,for free,2,skilled employee,1,good
853,little,18,paid back,car,1442,little,4 to <7 years,4,male   : single,none,4,no property,32,none,for free,2,unskilled/resident,2,bad
854,No Account,36,delay,car,10875,little,>= 7 years,2,male   : single,none,2,car,45,none,own,2,skilled employee,2,good
855,No Account,24,paid back,car,1474,moderate,< 1 year,4,male   : married/widowed,none,3,real estate,33,none,own,1,skilled employee,1,good
